Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	52675362-9d24-4335-b91e-807d40b90615
Plate Name	MA_ros_PMP_EXTRA
Measurement	Measurement 1
Evaluation	Evaluation1

[Data]
Row	Column	Plane	Timepoint	modified_spots_chanel_3 - Total Spot Area - Mean per Well	modified_spots_chanel_3 - Relative Spot Intensity - Mean per Well	modified_spots_chanel_3 - Number of Spots - Mean per Well	modified_spots_chanel_3 - Number of Spots per Area of modified_spots_chanel_3 - Mean per Well	spots_chanel_3_final - Number of Objects	spots_chanel_3_final - Relative Spot Intensity - Mean per Well	spots_chanel_3_final - Corrected Spot Intensity - Mean per Well	spots_chanel_3_final - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_3_final - Spot Contrast - Mean per Well	spots_chanel_3_final - Spot Background Intensity - Mean per Well	spots_chanel_3_final - Spot Area [px²] - Mean per Well	spots_chanel_3_final - Region Intensity - Mean per Well	spots_chanel_3_final - Spot to Region Intensity - Mean per Well	spots_chanel_4 - Relative Spot Intensity - Mean per Well	spots_chanel_4 - Corrected Spot Intensity - Mean per Well	spots_chanel_4 - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_4 - Spot Contrast - Mean per Well	spots_chanel_4 - Spot Background Intensity - Mean per Well	spots_chanel_4 - Spot Area [px²] - Mean per Well	spots_chanel_4 - Region Intensity - Mean per Well	spots_chanel_4 - Spot to Region Intensity - Mean per Well	ir_chanel_3_at - Number of Objects	ir_chanel_3_at - Number of modified_ir_chanel_3_at - Mean per Well	ir_chanel_3_at - Intensity ir_chanel_3_at chanel_3 Mean - Mean per Well	all_cells - Number of Objects	all_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well	all_cells - chanel_3 SER Spot 1 px - Mean per Well	all_cells - chanel_3 SER Hole 1 px - Mean per Well	all_cells - chanel_3 SER Ridge 1 px - Mean per Well	all_cells - chanel_3 SER Valley 1 px - Mean per Well	all_cells - chanel_3_intensity Mean - Mean per Well	all_cells - chanel_3_intensity Sum - Sum per Well	all_cells - chanel_2 Area [µm²] - Mean per Well	all_cells - chanel_2 Roundness - Mean per Well	all_cells - chanel_2 Width [µm] - Mean per Well	all_cells - chanel_2 Length [µm] - Mean per Well	all_cells - chanel_1 Area [µm²] - Mean per Well	all_cells - chanel_1 Roundness - Mean per Well	all_cells - chanel_1 Width [µm] - Mean per Well	all_cells - chanel_1 Length [µm] - Mean per Well	all_cells - chanel_2_intensity Mean - Mean per Well	all_cells - chanel_1_intensity Mean - Mean per Well	chan3_intensitymean_div_chan2area	spotschan3_intensitymean_div_chan2area	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	cell_type	cell_id	compound	concentration	
3	2	1	0	2.60205047319	0.436967777966	0.636382754995	0.175599379256	24208	0.755138915847	28.9745658392	55.4807501652	0.70037323531	8.06575408238	4.08881361533	34.6636682639	1.0817632362	0.761144159631	20.1003638187	38.6761073578	0.707839028439	5.30659114811	4.00855111838	15.6394965428	1.62646824847	491483	0.0117257361903	13.4298536682	373	0.170458423933	0.0271748142093	0.0199431120957	0.035753375369	0.153702742567	0.751791531893	13568806	3277.53372122	0.584441454251	40.4896752215	93.5869272087	302.082998565	0.755857189238	13.6973508725	25.6994645574	405.157832707	162.964068469	0.000229377207327	0.0088403562873	20	0	0	0	37	-1	5	HC	969	UT	0	
3	3	1	0	2.50127302045	0.405060831406	0.597131460579	0.164851621203	14072	0.754055646728	29.0865565823	55.8047896532	0.699172838216	7.93635967242	4.18881466742	34.7266813899	1.08065956401	0.742589789669	17.9978067986	33.8092297183	0.679051553836	5.31728976736	3.43459436505	15.0341304309	1.56133080315	514282	0.00678810458076	12.7187707933	402	0.176779555538	0.0283712657795	0.0197198315593	0.0374665170046	0.145988673471	0.8537465503	11671506	2995.67393013	0.583726074731	38.1526575298	90.5521463045	294.843428879	0.747962433379	13.4499706381	25.4094493283	462.576199194	167.437978398	0.000284993150193	0.00970952021504	20	0	0	-1	37	-1	5	HC	969	T	50	
3	4	1	0	2.7212229546	0.439834516258	0.64462071277	0.172213988341	34620	0.755755751822	29.7171598623	57.2356730214	0.702877907495	8.10865337181	4.22143269786	35.438009003	1.08144065518	0.762458344474	20.4755447925	39.4378016622	0.709692605586	5.32360515952	4.06967956113	17.4786058814	1.50976692251	717858	0.013352222863	13.6740328015	406	0.212120478024	0.0344070031952	0.027966652612	0.044778824528	0.190645922012	1.08694935247	22754507	3234.74803035	0.58266548747	39.9880400808	93.5810810877	309.407698068	0.777735504691	14.0887648695	25.5859411473	655.414958774	197.016668161	0.000336022881001	0.00918685461234	20	0	0	0	37	-1	5	HC	969	UT	0	
3	5	1	0	2.20865123703	0.392683756342	0.578387869114	0.175505363368	18118	0.745261651668	27.3805615889	52.036593443	0.686385200338	7.91869805751	3.81863340325	33.3833207031	1.06884090158	0.7522058734	18.9235206872	35.2689808608	0.692342329785	5.41538058497	3.45039855019	16.4318945358	1.48586968503	648640	0.00546373951653	13.7580794624	386	0.246301981582	0.0408652924824	0.0371761342842	0.0524550998264	0.206275278506	1.23127460706	15189977	2509.6908793	0.564347271241	33.5187925722	85.8223704368	284.931236661	0.753836250807	13.1238888965	25.3278788106	747.320854244	188.213008051	0.000490608073376	0.0109099338945	19	0	0	0	37	-1	5	HC	969	T	50	
3	6	1	0	2.80845256121	0.467999037962	0.681365429581	0.186739572051	66149	0.757361046082	29.9282257673	57.6852257782	0.705468653107	8.38403755907	4.12180078308	35.9811000222	1.07503346065	0.776635755802	23.2189012737	44.8614571692	0.729095561755	5.69735368788	4.33496318454	19.2194040928	1.50595698179	1165313	0.015682481874	15.5214778474	312	0.292425295476	0.05090060341	0.0595754761846	0.0642519222035	0.273907818505	2.06455065565	36933467	3727.82168904	0.596446830819	43.4060698006	99.4961834112	333.103690472	0.777693571611	14.6098122117	26.5638005436	1324.23444118	213.100231963	0.000553822266157	0.00802834155272	20	0	0	0	37	-1	5	HC	969	UT	0	
3	7	1	0	2.41492255759	0.44153250172	0.637609213662	0.19588638419	64220	0.753079245618	29.1156654839	55.2962628465	0.696965720203	8.33214820522	3.78746496419	35.556205394	1.06141639305	0.776817383289	23.4352628544	44.3659345071	0.728353129515	5.86140524624	4.00521878764	20.5884113694	1.43476664693	1377715	0.0104433790733	16.9027245494	318	0.336294119111	0.0609864168159	0.0844443597595	0.0754056668171	0.29719223995	3.35961589689	42775662	3128.88332537	0.605743790002	38.8427568168	91.9279310032	302.799463551	0.780732794528	13.6870630441	25.6584574389	2098.15272539	269.247901764	0.00107374278537	0.00930544940676	20	0	0	0	37	-1	5	HC	969	T	50	
3	8	1	0	2.61238809962	0.466770762577	0.67155960416	0.197957003409	128055	0.759529325784	30.9786455579	59.2063332162	0.706097006981	8.53806352292	3.89003162704	37.3883015444	1.06633768431	0.789314496159	26.2065088909	50.5418501978	0.747602825908	6.07408893677	4.45163977148	22.7020974212	1.42431441083	2056446	0.0156332818853	18.2607035876	453	0.352652566031	0.0660155210575	0.100523118787	0.0812611862185	0.328874710828	4.22746266573	76023766	2689.86137214	0.574409936922	34.9757101233	90.0204689115	306.339887779	0.778846160404	13.72824905	26.0823698337	2717.05566105	264.917420551	0.0015716284525	0.0115168186282	20	0	0	0	37	-1	5	HC	969	UT	0	
3	9	1	0	2.51391622707	0.462721742417	0.662118140304	0.203413737324	134553	0.757245077338	30.8813358828	58.9967522092	0.702216379294	8.551249025	3.79677896442	37.5177087628	1.05897572823	0.790341925105	26.2961059413	50.2291071647	0.747509407902	6.08786594082	4.27193467296	22.8280667562	1.41887238546	2342261	0.0137439849786	18.6624877353	406	0.362998998263	0.0682911286815	0.105414623494	0.0834747802508	0.332917060055	4.25901861619	84049893	3088.90896818	0.560165827166	37.4308741681	96.3936114137	311.858293634	0.812519869791	14.4240591965	25.3197320606	2957.07358256	251.722723569	0.00137881001353	0.00999748979362	20	0	0	0	37	-1	5	HC	969	T	50	
3	10	1	0	2.65989847716	0.481355273788	0.689606550363	0.206308653029	141830	0.759824360549	31.2217733382	59.6424592822	0.70671768555	8.63200797528	3.85712472679	37.8388938833	1.061811847	0.790609506837	26.6860751881	51.4662816559	0.749727384765	6.14746606242	4.45967339616	23.2196831174	1.41466085645	2176237	0.0160299636483	18.9572040929	350	0.357846669229	0.0676944318996	0.106565230439	0.0833766258772	0.325358117548	4.64335762183	83932741	3407.16625477	0.576768888176	40.3514527565	96.5406578363	324.716963564	0.776026766424	14.2825892987	26.3624030261	3162.46804307	249.383122533	0.00136282097046	0.00916356027375	20	0	0	0	37	-1	5	HC	969	UT	0	
3	11	1	0	2.60855363541	0.455333482644	0.653723566577	0.191162388981	115679	0.761317311569	31.7196743809	60.9550566654	0.708318861083	8.53517819372	3.99030074603	38.08009405	1.06707848074	0.786539674336	25.9558540058	50.0939914631	0.743521760871	6.04259681611	4.36453140578	22.6014754758	1.41585183694	2050820	0.0155493900001	18.1050578855	408	0.354272506612	0.0658604500788	0.0983580275896	0.080895424971	0.330672915627	3.93427857769	73748519	2941.58585191	0.57493963102	36.9877320871	95.5601970582	308.666679712	0.783247708021	13.9238809272	25.6974108764	2658.13407787	254.51200205	0.00133746855463	0.0107831883813	20	0	0	0	37	-1	5	HC	969	T	50	
4	2	1	0	3.74658573596	0.485058166385	0.701315123925	0.162392009779	5546	0.76793196353	35.388802434	71.0870897944	0.723373951425	8.91099083248	5.34222863325	41.4576107187	1.08432812219	0.782572822896	25.4206558619	50.7513069455	0.737701997751	5.54786039995	5.04038194815	20.1950533857	1.54805092388	76883	0.0324258938907	15.453615588	34	0.203955770302	0.0347482297572	0.0390285462625	0.0448708409102	0.209509749818	1.78830298005	3401895	4355.92461034	0.567267062681	44.7620764255	111.254180276	313.545809925	0.68864816279	14.1131958415	24.9199048976	714.376820791	136.115304154	0.000410544979544	0.00812429176344	17	0	0	0	37	-1	5	L	412	UT	0	
4	3	1	0	2.93446723362	0.433182170525	0.629457585936	0.168843656718	8808	0.759373490702	31.9994908222	62.7451180745	0.708344945791	8.55681066275	4.6618982743	38.2301393395	1.07184391584	0.764848251313	21.5852266727	41.0956438984	0.710357700003	5.52159408866	4.01533503482	18.663476802	1.45876520485	210294	0.0151311972762	15.054497047	66	0.217734327543	0.0368106936676	0.0367552484068	0.0472554323171	0.192481579472	1.38031874568	6577656	4326.50242083	0.515032906162	42.7796352468	113.816210805	343.296501378	0.665670820681	14.260735533	26.4261470652	631.945921433	141.461447507	0.000319038015334	0.0073961569207	20	0	0	-1	37	-1	5	L	412	T	50	
4	4	1	0	2.73648673579	0.450777843457	0.661808655868	0.178651545465	17937	0.75401490434	29.2804158426	56.7181802977	0.700691357524	8.23551089647	4.13486090205	35.1229057781	1.08060534867	0.773958445742	22.148485435	43.3277792279	0.727727733849	5.44646438316	4.50175469126	17.7640444664	1.55616335106	264432	0.017622678042	14.7066489504	105	0.195210929854	0.032464559084	0.0311906734823	0.0420656397353	0.190689637354	1.17336666811	8761806	4385.59183941	0.498554335337	43.5703878455	119.796760178	314.126999134	0.756441756501	14.5212471284	25.1068443099	516.236693793	180.204541044	0.000267550358326	0.00667650271953	20	0	0	0	37	-1	5	L	412	UT	0	
4	5	1	0	3.19356032568	0.466838727885	0.679866765359	0.172231772688	11022	0.76365986742	32.9302557434	64.8503901288	0.715540967638	8.67326455178	4.69733260751	39.0748411428	1.07862461644	0.772400960847	22.9563793441	44.3264005909	0.721837882481	5.55304250195	4.33221763117	18.8130148388	1.51629349483	195320	0.0206635265206	15.2902547638	71	0.231924187761	0.0399191550253	0.0422545088909	0.0509597371853	0.210600440663	1.74296889666	6774120	3796.18969706	0.515507036012	40.6025152686	113.329257132	273.885209232	0.790778637639	13.9463775569	23.1002084559	797.981098895	223.148003283	0.0004591364067	0.00867455484874	15	0	0	0	37	-1	5	L	412	T	50	
4	6	1	0	3.103878327	0.472421280819	0.677414448669	0.172435776197	4454	0.765803353741	32.9253674619	64.2723394701	0.718583927521	8.67307491218	4.58194881006	39.128623472	1.07686503174	0.781830100967	24.6116951483	47.664809774	0.735404870132	5.67784443278	4.62296638602	20.4572866885	1.48643626189	71541	0.0229099397548	16.1924963897	18	0.259207851568	0.0458218798752	0.0566197539487	0.0584485977095	0.239173192585	3.00300158278	2781473	4570.34883554	0.554269151587	46.9370793737	117.388114397	293.139710815	0.80099556939	14.6035877802	22.8224283795	1745.79541451	237.897162035	0.00065706178912	0.00720412569078	10	0	0	0	37	-1	5	L	412	UT	0	
4	7	1	0	2.64851712423	0.44422721857	0.644017996511	0.201594046284	7014	0.7502177427	30.7836192027	58.0841174793	0.692600249306	8.67258350037	4.1124893071	37.7072082681	1.05586845169	0.780590847418	24.7649601359	46.1484759797	0.731412950452	5.88395555467	4.20297665786	23.06854337	1.39050570126	133671	0.0128823753843	17.3718079891	21	0.272493756806	0.0492495958161	0.0684884490063	0.0626837257435	0.240410211407	4.58889591823	5321835	7094.39889193	0.434383698468	53.4593513115	112.99311172	1201.53321737	0.742880706982	18.5009926603	43.5256191076	804.109078046	420.85542409	0.000646833648367	0.00433914411519	14	0	0	0	37	-1	5	L	412	T	50	
4	8	1	0	3.24597372616	0.502151619186	0.72049689441	0.198572828429	13108	0.76487571445	34.4080899648	66.829722307	0.716326447469	8.99481683251	4.50518767165	41.3085691784	1.06062324204	0.791496954851	28.0922600137	53.9849934507	0.748460362248	6.10325800768	4.76311293354	24.7976705504	1.40443289702	172518	0.026437820981	18.6726619515	35	0.304126430553	0.0564562887495	0.0824598069071	0.0714852044402	0.264814621193	5.97183043331	8273451	3506.43635949	0.446869290023	33.6721997489	109.751559818	306.387711473	0.695462438068	13.9428233804	25.0412193748	2184.44543661	182.224772653	0.00170310532434	0.009812837433	16	0	0	0	37	-1	5	L	412	UT	0	
4	9	1	0	2.69156819547	0.480982668635	0.690856087411	0.207116633573	31045	0.759017302188	31.5514448895	60.2707682397	0.705474736	8.69715217751	3.89598969238	38.2966705238	1.05939202746	0.788801569565	25.9960037386	49.4398729533	0.743928014698	5.9756669062	4.31969223673	22.2507363778	1.43794763483	478522	0.0158049159704	18.282366378	82	0.331320966974	0.0606208358579	0.0840204072129	0.0754983370075	0.286228297905	3.60569854566	18190544	3802.16803514	0.504713030272	40.5414789405	119.186697413	299.204215174	0.816052612731	14.5902406295	23.9885801936	2563.71107837	235.766730176	0.000948326984062	0.00829827735067	19	0	0	0	37	-1	5	L	412	T	50	
4	10	1	0	2.88331396358	0.485955163855	0.701986401101	0.201045765538	52550	0.759647053222	31.5429171222	61.0109229305	0.708498119995	8.62795113936	4.10736441484	38.1235179717	1.06257971414	0.786462329009	25.5935956241	49.1714869673	0.741442229424	5.91691025537	4.42696905896	21.7727633077	1.44805969734	829557	0.0179421064496	17.5726901803	152	0.324161494995	0.0588732530698	0.0809206374247	0.0740164173554	0.287195073599	3.36622370437	30924957	3921.10117346	0.50342146743	40.6990897553	117.929187635	294.863012186	0.836225735336	14.4455068528	23.9976764424	2392.60106718	237.008849996	0.000858489377206	0.00804440276513	20	0	0	0	37	-1	5	L	412	UT	0	
4	11	1	0	2.69949805094	0.484651597925	0.69653441555	0.210052611556	26088	0.757229186332	30.8703124037	58.8576740264	0.703736806888	8.69488769111	3.8756133088	37.6861120958	1.05721476791	0.788267990423	25.8090227551	48.7806188646	0.742594322139	5.99474976301	4.2506915714	22.1104421121	1.43941163829	409263	0.0146238482345	18.2797104353	79	0.32919958722	0.059974757925	0.0817228811655	0.0748905115214	0.281394403729	3.59683047205	15158474	3377.26853888	0.49022625589	36.4001007441	107.648086742	271.573315081	0.638399425782	12.2198060989	24.8374107185	2355.70945935	162.860884136	0.00106501168937	0.0091406152778	20	0	0	0	37	-1	5	L	412	T	50	
5	2	1	0	2.46004349008	0.419588355582	0.614773036151	0.176659558112	9047	0.753007558663	29.1163389877	55.1499944733	0.696637901345	8.23708890483	4.0015474743	35.0896671299	1.07716538485	0.762198518411	20.4783954563	38.9613773239	0.709140990522	5.34889702543	4.08702103518	16.2484747015	1.60226484631	178393	0.0120408311985	14.3761766785	146	0.141931432954	0.0233719654886	0.0206945207204	0.0306611765314	0.120971524334	1.0937058914	5731040	3737.0168096	0.551211531776	41.8322407901	105.661675326	278.63287671	0.785948521316	13.6411106914	23.5524918124	322.029661719	196.430137155	0.000292668175479	0.00779133208951	20	0	0	0	37	-1	5	E	595	UT	0	
5	3	1	0	2.17818221447	0.361305398346	0.542393199651	0.155826228138	4977	0.752724559841	27.5264048493	51.5402853124	0.694028014437	7.7765079623	4.01587301587	33.0841799444	1.08074035814	0.729741165782	16.2546447342	30.0202358474	0.660193661669	5.24190662665	3.12004346432	13.5204205981	1.5912787216	275903	0.00402677752688	12.2353145228	278	0.131035861607	0.0209528941684	0.012397486358	0.0279775445247	0.102029078704	0.404896097212	5449129	3311.41466218	0.549089701636	38.2914421478	105.453834347	269.083127881	0.799612215911	13.3958386338	23.4921296508	406.410541579	187.993461554	0.000122272846659	0.00831258167806	20	0	0	-1	37	-1	5	E	595	T	50	
5	4	1	0	2.45322201931	0.42218163132	0.6173232455	0.176726176509	11831	0.754602568859	28.4801627292	53.7647705181	0.698561810876	8.13573236646	3.97396669766	34.2913143784	1.07925949117	0.765603203319	20.7049138041	39.5487084218	0.713760963326	5.34869333956	4.13466029724	16.3307626136	1.59969294859	226891	0.0112036175961	14.4000982036	147	0.164708079102	0.0268349754942	0.0234944532344	0.0352928123483	0.145014338964	0.985821429574	6769770	3735.66968118	0.53102482207	40.9904594962	110.368566344	369.903305437	0.783407449091	13.9719463718	24.6996652831	447.005807699	210.419989921	0.000263894164557	0.00762384395834	19	0	0	0	37	-1	5	E	595	UT	0	
5	5	1	0	2.05653070462	0.381001137858	0.565608811548	0.17746619476	11246	0.738662049348	25.1512074361	47.4967099413	0.677268638048	7.75587242028	3.63595945225	31.1213299992	1.06581597284	0.745115883772	17.5752276314	32.5660680629	0.681920566393	5.31610555976	3.27495909913	14.873852455	1.53968598551	488742	0.00372998432711	13.1346243771	254	0.196308785514	0.0320541256659	0.0247414759158	0.0417011024462	0.158194933172	0.689790084878	9855897	3654.27533151	0.547863839478	40.7193808002	108.256905092	283.036903317	0.825942975264	13.9149816847	23.8679274206	685.047916369	208.32135169	0.000188762482928	0.00688267991721	20	0	0	0	37	-1	5	E	595	T	50	
